l,x,y
2,-7.266521790703057,-7.502436944931655
7,-7.431337762847336,-4.763035536101327
2,-6.774118457549961,-6.928466149211143
4,1.320997598964329,5.036239927514378
3,-8.883195603779624,8.04358152322344
1,5.360515480761159,1.2552386083510123
1,5.046309895647582,2.287984104902538
3,-8.063077510228972,6.824345895129308
4,2.861150641902396,3.8846574350669116
5,-9.809951239679707,8.955795686226436
3,-8.774275549180615,6.982997086761262
6,6.112783310015632,-7.213893028181781
6,6.148687153705648,-6.092090271696903
6,6.659249669846139,-6.117219257049044
3,-8.179630723818848,7.422322717844903
5,-9.623559503113496,9.641447865152987
3,-8.428086666037329,7.577159931052352
6,7.018258056452187,-5.4455340444279505
5,-9.360366228043148,10.480698215690428
4,1.710415754516273,5.118467232854302
4,2.772680130181331,4.586562426977656
6,7.10564512912506,-6.154807261774649
2,-6.710378987404063,-7.087753550226347
0,-2.3626613864034094,8.657110419185138
6,6.321814974444724,-6.6685342348627055
1,3.8728217508602905,2.6120080948899864
7,-6.430655026593262,-5.926505666351432
3,-8.553444116519909,7.5473771955073605
1,4.374628262422838,1.685260563618392
3,-8.73686624621036,6.565650858000087
6,6.607512473087086,-5.814091540626118
7,-6.412794722000118,-6.3224849914589
4,2.2973262843764517,3.6772793284890914
2,-6.518791159129653,-7.444635478884561
1,4.36305418355451,1.3742307376463079
1,5.218934272978135,2.3690010309222
2,-6.552444362974241,-6.9079019287311745
3,-7.915009258612177,6.788480532335627
3,-8.445427677310594,7.536251696391186
7,-5.8472275536871585,-5.768557234517532
1,3.577930974073198,1.7102921731003515
5,-10.27426068554963,8.591416344301516
2,-7.768987315603409,-6.132087437531355
3,-8.322405486901692,6.580742728980217
0,-2.343565907350968,9.502058691759501
2,-6.417613681547819,-6.972560661497441
2,-7.6189203140411905,-6.308232571672482
4,1.9781592106885482,5.451306224748068
3,-8.79026736816552,7.092385271146182
1,5.4154548239893625,2.0310070010871613
4,2.1122473104409147,4.8574526990932085
0,-2.5159462354217172,8.485430663720372
6,6.942199716746073,-5.990669614745739
0,-2.1024390143679152,8.398853969981344
7,-6.644584669147139,-6.436520739803588
6,6.347746785827545,-5.518830658396965
1,5.432887244300778,1.3542619345273075
3,-9.0614194732434,6.378752550025938
1,4.228768638444886,2.095013289686688
3,-8.390731146622144,7.641108816339688
2,-6.8225133668202504,-6.804958712545008
2,-6.995094456255609,-6.532006410869237
3,-8.74277822262606,7.346741189576777
0,-2.6209290157156757,9.371286375244367
3,-8.926801370383036,6.9243742932294765
1,5.7347803028369375,1.5690205412631562
7,-6.916352990100956,-6.439370318075691
5,-9.234255775739657,9.876548201637178
1,5.292618239805266,1.9836716047571115
3,-8.666965083447158,7.551899525075595
0,-3.312939240333364,9.106603057464474
4,1.8927791619538241,4.06327663137842
5,-9.475967751208008,9.86449245917643
4,1.526604060136022,3.0847564991190515
5,-9.601962383838917,8.931563063703289
0,-3.1093458265806384,8.847035510277847
2,-7.367563817639937,-6.353288694972027
6,6.9662135502893205,-5.198367865456365
3,-8.648228831133029,7.6288157881406145
5,-9.467933524339667,10.699038600330084
5,-9.6439231447583,8.94624322250749
3,-9.321815828200616,7.299667237427713
0,-2.3792562259285384,9.405197564086977
1,4.505175419005822,2.331940811838713
4,2.617035479326496,3.5476476483524126
3,-8.693743434682101,8.55117298545415
0,-2.705251699618829,8.282528654132262
7,-7.167280588042475,-6.713272192214431
2,-7.009422866833073,-7.6316810698349995
2,-7.109307640921392,-7.305031778008343
6,6.181133464986138,-5.210226728346961
2,-7.14098870141079,-6.355604980357502
