label;x;y
1;-3.491059058491897;0.021732221140184
0;-1.6530631155631843;-0.4156756896791176
1;-2.4924836574277305;-0.0243706459646228
1;-2.513851292645653;-0.0644722607703257
1;-3.3932096484379315;0.1564418606612994
1;-3.144646988835419;-0.2425920460928492
0;-2.7256033857627355;-0.4845004296932206
0;-3.064846436449525;0.4990704003093812
1;-2.878673033381123;0.2489080137606696
0;-3.871169542892631;-0.2217911966427508
1;-2.579236692346731;0.2257713889634189
1;-2.502729886463617;-0.0941415082739061
1;-2.9550891175507976;-0.2434686387086842
1;-2.351544504927575;0.3253502225115687
1;-3.4816316008081367;-0.0639144741181307
0;-3.9451239116763097;0.0928689254234792
1;-2.702773350761453;-0.1985119751569736
1;-2.8677645756371803;-0.2489951354794836
0;-2.737229645458336;-0.4840012933358347
1;-2.634219526874665;-0.1612300632492335
1;-2.553511305505827;-0.1208430479833287
1;-2.548933107130583;0.1099061807508898
0;-3.2669676222325417;0.4884455368903833
0;-3.433367758001481;0.442845627475062
1;-3.4505412068449988;0.0935601785355608
0;-2.893290724063308;0.5126908766467102
0;-2.1783811179032933;0.2836817398049397
1;-3.4959701796331197;-0.0969345362094424
0;-3.7448125848803873;-0.3289674049970307
0;-2.9015793605672333;0.4952996082767061
0;-3.8199188641507007;0.3212224220709908
0;-2.877767424872159;-0.4972661422694535
1;-3.2422282170015437;0.2045357993648434
0;-3.906157409722076;0.2250578341569341
0;-3.2799872287921783;0.111539592240452
0;-3.583982393223234;-0.3948296208068375
1;-3.4613095025358245;0.110880426688786
1;-3.1619329314018976;0.214920603578235
0;-3.521518414094541;-0.4184371757553347
0;-3.9775607441922816;0.144319299383711
0;-2.7381354193967606;0.0245066365616035
0;-2.39932964471632;0.2586484416968205
1;-2.8530483462318443;0.2217691913106745
1;-2.6622509283843074;-0.1840740271423793
1;-2.926549211920465;0.2515111470004255
0;-3.3804294728739364;0.4604814350043483
0;-3.327626381593401;-0.4622115041616985
1;-3.417282507996447;-0.1167818563272598
1;-2.5705975543971227;-0.1004396636622082
0;-3.947964575775852;-0.1597521699581949
0;-3.6996016593783754;-0.349014683382438
0;-3.1732543777629214;0.4865630823660881
1;-3.4385526197361065;-0.0804038001658375
1;-2.5644804106475347;0.0842920596983423
1;-3.3181832781870795;-0.1951865673833389
0;-3.035409179363993;0.5117315996701086
0;-3.991986785434674;0.0013889953314416
1;-3.3668937533077434;0.1857172556331619
1;-2.7675316895056588;0.2147274895467031
0;-3.728674709616949;0.3556777028005709
0;-3.8674562048385166;0.2396263743334206
0;-2.8995999925654865;-0.48661315023102
1;-2.9323903020018296;-0.2336809345769422
0;-2.778078012317009;-0.4823813874406301
1;-2.7573368094546087;0.2206002237747184
1;-3.188288700462741;-0.2226858145360542
1;-3.065153775521315;0.2404378980235706
0;-2.115196613382256;0.2282638441595207
1;-2.9563855926587177;-0.2439745873082228
1;-3.448750036452241;-0.0953719371403714
1;-3.457469518276705;-0.0766495828417748
0;-1.946575817247532;0.5311922860236649
0;-3.832286064187013;0.2665667467602304
1;-2.836606386692451;-0.2477204784515769
0;-2.92542746922116;-0.4890556845994875
0;-3.835299830180198;0.3143963031767178
1;-2.669650897281917;0.0226349359923533
0;-2.1475797852776104;0.2595376212374841
1;-3.2670847910675165;0.2190799577593117
0;-3.3534778143526944;-0.4665596473558129
0;-3.851238191208296;0.2613403776010341
1;-3.0077508065051157;-0.2582262991877942
1;-2.520584870791267;-0.018805800509785
0;-3.167164818084386;0.4877681811268608
0;-3.8528362092736064;0.2392293078595274
1;-3.47613655462034;0.0625417093042015
0;-2.6938815554951363;0.4685786931326818
0;-3.147966961666796;-0.4843564728282071
1;-2.9473332725104484;0.2439741538532151
1;-2.0737362710208025;0.6002139435003726
1;-2.649545733861949;0.1637031558753469
1;-2.512170587912614;-0.089501322823859
0;-3.698959479192924;0.1839360233526286
0;-3.260832902124565;0.4938827080497435
1;-2.51737996304111;0.0489389979015243
0;-2.155502186073978;-0.2712393414482896
1;-2.533561686324572;-0.0401633934639155
0;-3.2014481765174816;0.4772634410599898
1;-2.8685658510214407;0.2385974843203371
1;-2.524759317356936;0.077718747251735
0;-3.893747732276696;0.174380923789585
0;-2.566311439624368;-0.4587261819952647
0;-2.0481266728388623;-0.1312798171456965
1;-2.555615034513001;0.0929902322686048
1;-2.6335056406892328;0.1527279598867298
0;-3.008683375331873;-0.513253935626907
0;-2.1033199982502078;-0.2283550271861076
0;-1.91065383524788;-0.0005405377856272
1;-3.169298638915239;-0.2286098965403494
0;-2.348356608202277;-0.3826721563939353
1;-3.1462674700696143;0.2441889306465321
1;-2.4866085774442928;-0.0068135244393259
0;-3.955888056593681;0.0490570562820878
1;-3.394391865347802;0.1589255557072652
0;-3.885621672475308;0.2280139038135268
0;-3.915114064136392;0.1992574075601148
1;-2.9356661480328063;-0.2494891173170294
1;-2.5098890372966927;0.0672876465900781
0;-3.036755462207298;-0.508285932457625
1;-2.648522456616972;0.1995978196526362
0;-4.020020506800435;-0.0728889642429971
0;-2.241640016565765;-0.3399138209166471
1;-3.19192795199516;0.2351566452344302
0;-4.00147390338489;-0.0176547630053058
1;-2.565098974398518;0.1368109207755729
1;-3.5376285744804514;-0.0272984189483015
1;-2.598592747716245;0.2040985716110269
0;-3.4591764004239898;-0.4403873933077747
1;-3.189687838379754;-0.2412831853250558
1;-2.7485303737940145;0.2117350626182165
1;-3.493821343229742;-0.044658428771599
1;-3.492865849436713;0.0736301887964977
1;-2.512367494316213;0.0009945695979725
0;-2.0618513596911967;0.2110843943608656
0;-3.9660908908997774;-0.1251965270123073
0;-2.010015985233053;-0.0772273217715464
1;-3.474914909737537;0.1206691904647587
1;-3.370413110767995;-0.116688498653061
0;-3.8711109065502582;-0.273605337047519
0;-2.475540822165826;0.4191631391485093
1;-3.4097569911857533;0.1097127147419374
0;-3.610850194790842;-0.3758607350996802
0;-3.6559804323484815;-0.3753617532930069
0;-2.161067167001845;-0.2515686935412645
1;-2.509633408247596;0.0122399082315912
0;-2.54849564398995;0.8120074408373603
1;-2.744410149963981;0.2088338356445211
0;-2.93822282604569;0.5096610972131309
0;-4.007547512605076;-0.0117089215801626
0;-2.2235105741311543;0.3118717052231
0;-2.0643094642655293;0.0581998029345836
0;-2.125592795372273;0.2223146546989065
0;-2.4644554327783554;-0.4830023028934712
1;-2.4955475438230046;-0.049182327903373
0;-2.643725134419645;0.4603556101210531
0;-3.963064711950633;-0.115360981416257
1;-3.8283478387303487;-0.0512910699825173
0;-2.526744845921089;0.4612168409386251
1;-2.7842815346246823;0.2430014825904994
1;-2.644953165552148;-0.1686884880957752
0;-3.958674440592927;-0.1453478021299138
1;-2.8026170324795645;-0.2381481125153028
1;-3.323534338147199;-0.1841613713917642
1;-2.506244416815683;-0.0541969020600785
1;-2.53529393111441;0.0889375208991122
0;-3.1061216234235784;0.5099274274874296
1;-2.789141255608245;-0.2158414567024417
0;-3.5560520478025364;-0.4135662804051052
1;-2.940217362642218;0.2568273909811397
0;-2.053323741564923;-0.1588459019679814
0;-1.975524461433442;-0.0474930246761079
1;-3.414512771315117;0.1448899813245053
1;-2.547349115600553;-0.0648612261017975
1;-3.330227338923121;0.0383894427889059
1;-2.6061398328571674;-0.1623439262856179
1;-3.472049258489342;0.0604491863864616
0;-2.33936142460095;-0.35713407115052
0;-3.932471302038613;0.1466882265002111
0;-1.4268320482908223;0.5870560632925104
1;-3.46027823698884;-0.142506900385344
0;-2.3613432416357343;0.3712513337393635
1;-2.702357584479502;0.2019215618476167
0;-2.25591797216868;-0.2724416282942105
0;-3.9669715507035;-0.0833568065120396
0;-2.069456656080339;-0.1818992967743409
0;-2.131438743372797;-0.2366630969347786
1;-3.280408087799279;0.2081105267378782
0;-3.214814243798772;-0.5103265802744543
0;-3.313217190080968;0.4673007320529335
1;-2.811848762968483;-0.2218289514990896
1;-2.5776081183277246;0.131830498983596
1;-3.458950893379013;0.0747837885407545
0;-2.4578228707596814;0.4346033271221697
0;-3.958081116089713;0.1597572794079117
1;-2.615791313085292;0.1567566631762783
1;-3.0885779670547557;0.2390934140225442
