l;x;y
0;-1.020690273211465;0.1055175425567551
0;0.9058264968642556;0.4578575142301818
0;0.6184217515065183;0.7570863231756177
1;1.227707008392188;-0.4251851157654795
1;0.3293559407479928;-0.2069456783451229
1;0.1814248166389859;0.1113897659471847
0;-0.6240889504976865;0.8184206994795643
1;1.5809380630275005;-0.2496037101137343
1;1.7868051353902443;-0.1690147005970937
0;0.142772055560292;0.9715444770393056
0;-0.4675456633685449;0.8048817269506733
1;1.8848002148540803;-0.0594119381364701
1;1.5032984855707694;-0.3895002322907352
0;-0.8054663146916182;0.5738833675291627
1;1.89827120614366;0.1268755545200846
1;1.8182374736649107;-0.1164652016198046
0;-0.1366123418443354;1.1057605820282457
1;1.063025408965344;-0.5071481118067176
0;-0.9299854856191668;0.5732137543790883
0;-0.4889502231528859;0.7892125468322937
1;0.307148004170487;-0.1292254716331065
0;0.8851637905447287;0.5285668077293006
1;0.9611597347758314;-0.5597100838009699
0;-0.9294613276466634;0.2555065274361201
0;-0.4355460215286803;0.8337285003495111
0;-0.364626934550618;0.888479416058642
0;-0.8503365806583837;0.5216459978476056
0;-0.50600115540768;0.8967522091976148
1;0.25514305779471;-0.2054010787574474
1;0.4042809795536828;-0.3883144674241773
0;1.0034266510240422;0.2697528314317391
0;0.9017226313655128;0.5675388176401973
0;-0.0369270697138432;0.9894960245198052
0;-0.7940543014641477;0.6883525286773715
1;0.9677151825315016;-0.4510151276332214
1;0.0101441903927058;0.3665439555713599
1;0.549726767950143;-0.3589767333939489
1;0.591031762689638;-0.383501804359401
1;1.49634517102309;-0.4131008599216049
0;-0.7915667806363286;0.6411207346345106
0;-0.7697647955128609;0.5975318726321952
1;2.029490423401935;0.524722953958597
0;0.3684339077391285;0.8937010156955886
0;0.776605213548189;0.6926470544560938
1;0.2775779147640446;-0.0894776824816523
1;1.9440044080094565;0.4425077766348478
0;0.6508657851354945;0.7655666219066056
0;0.8388990374233755;0.5799202384117761
1;0.7963899226581012;-0.4352067467741591
0;-0.8442406410153932;0.4012958540436452
1;0.1636175281119831;0.1196152184360339
1;1.6901242194659525;-0.2257826625549173
0;0.9298106200933935;0.0829629763129911
1;0.3297417283483347;-0.2773881545490017
1;0.1400347796630419;-0.0404105286659095
0;-0.7679342368061569;0.7524569357543651
1;0.6823530344022305;-0.4508923058170331
0;-1.0441525560646463;0.0149870711283309
1;1.732879741001929;-0.2493220243507042
0;-0.9679931053199512;0.0315124529603804
1;1.6995087074408213;-0.222405264134309
0;-0.9298149019242992;0.1048622185368081
0;0.5546772277791034;0.854673555478108
0;0.9807689202158202;0.3402339682865422
0;0.4218416753948149;0.8125371563368092
1;0.1377324646823294;0.0160052226676369
0;0.2190465809519089;0.9559192229980124
1;1.9659594693628013;0.1073551889427868
0;-0.912223889110119;0.3450528996100734
1;0.603449800271134;-0.3270644460305438
0;-0.1139235041305371;1.0910531290706005
1;0.3086021958932323;-0.3197455610174148
1;1.3744755276327951;-0.3287540100809661
0;0.2655017066450575;0.917212575731888
1;0.0939993434448258;-0.0458967426929182
1;-0.015856536009952;0.0340598225137142
0;0.7556627941500864;0.8007548990150951
1;0.6665114293555929;-0.4682840572773957
1;0.0029254451153422;0.6173998464225161
1;0.0805561546526178;0.2034667654223222
0;0.9878638001803068;0.0664687500124225
0;-0.7336863082796257;0.6490923510777409
0;0.0159693507765782;1.0578655025451271
1;1.897611249127506;0.2339034264204849
1;2.002291127034655;0.252400633600908
0;-0.8809601812814496;0.4243700176609957
1;1.3325645832892536;-0.4237679472008208
0;0.4596645363612197;0.8864055079222699
1;1.9283811153691837;0.2004930111127522
0;-0.309285666899537;1.0067753726382254
0;0.7841451387161016;0.6718533163883255
1;0.7020411434467094;-0.4200044260623258
1;0.0280903081400686;0.4327656686055581
0;0.4106164194034107;0.804996898570346
0;0.9062324843768478;0.4001170092130074
1;2.0650818774683604;0.3200227102529362
1;1.27652460768971;-0.4418210886454505
